Produktnr.;Produktnavn;Varegruppe;Varegruppenavn;Original_nummer;i_nettbutikk
18-292101;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7700111385, 7711134959, 8200114426, 8200114426,";ja
18-292102;"Drivaksel til Renault, Nissan, Foran, Høyre";1010;Drivaksel;"7711135883, 7711135903, 7711368906, 7711368907, 8200236116, 8200622835, 8200626032, 8200114426, 8200236099, 8200236116, 8200613816, 8200613820, 8200622835, 8200626032, 8200626048, 8200626991,";ja
18-292111;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7700103447, 7700103448, 7700106406, 7700106407, 7700107507, 7700107508, 7700107510, 7700107513, 7700107514, 7700108651, 7700111748, 7700111817, 7700111914, 7700111918, 7700112115, 7700112374, 7700113087, 7700869041, 7700869043, 7700869048, 7700869049, 7700873325, 7701352421, 7701352729, 7701470616, 7711135206, 7700103447, 7700103448, 7700106406, 7700106407, 7700107507, 7700107508, 7700107510, 7700107513, 7700107514, 7700108651, 7700111817, 7700111914, 7700112115, 7700112374, 7700113087, 7700115196, 7700869041, 7700869043, 7700869048, 7700869049, 7700873325, 7701352420, 7701352422, 7701352473, 7701352561, 7711135206, 7711135208, 7711135216, 7711135237, 7711368447, 7711497524, 8200087859, 8200173584, 8200087856, 8200087859, 8200096353, 8200173584,";ja
18-292121;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7700106265, 7700111748, 7701352729, 7701468842, 7711135214, 7711135237, 7711368447, 7711368470, 8200087857, 8200087860, 8200088110, 8200095539, 8200087856, 8200087857, 8200087860, 8200095539, 8200096353, 8200213353, 820087859,";ja
18-292131;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7700106403, 7700106405, 7700107501, 7700107502, 7700869106, 7701352141, 7701352560, 7711134940, 7700106403, 7700106405, 7700107501, 7700107502, 7700865779, 7700867386, 7700869106, 7701349998, 7701352141, 7701352144, 7701352560, 7701352566, 7701352731, 7701469847, 7711130028, 7711134940,";ja
18-292140;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"711106223, 7700746702, 7700855763, 7700858564, 7701349916, 7701351697, 7701352224, 7700101841, 7700102145, 7700102146, 7700102147, 7700272533, 7700746702, 7700749061, 7700749062, 7700749960, 7700855763, 7700857900, 7700858564, 7700860147, 7700860493, 7700862829, 7700869976, 7700872296, 7700872298, 7701349916, 7701349939, 7701351695, 7701351696, 7701351804, 7701351807, 7701352224, 7701352254, 7701352386, 7701352464, 7701354993, 7701468887, 7702151062, 7711106223, 7711130045,";ja
18-292141;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"711106222, 7700101842, 7700102144, 7700867520, 7701349914, 7701351697, 7701352254, 7711106222,";ja
18-292150;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"711106217, 7111106217, 7701349847, 7701351160, 7700714760, 7700748696, 7700749063, 7700755312, 7700776192, 7700850626, 7700864171, 7701349726, 7701349847, 7701351160, 7702144365, 7708758050, 7711106217,";ja
18-292160;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"711106219, 7701349771, 7701349804, 7701351192, 7701351292, 7701351363, 7701351936, 7711106219, 7700748695, 7700748854, 7700749049, 7700755314, 7700766223, 7700766665, 7700776195, 7700778506, 7700778741, 7701349771, 7701349804, 7701349946, 7701351192, 7701351292, 7701351363, 7701351936, 7701367623, 7701470304, 7702145589, 7702145590, 7708758051, 7711106219, 8200323959, 8200323959,";ja
18-292170;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7701351989, 7700102137, 7700103776, 7700104632, 7700104724, 7700105612, 7700106016, 7700109250, 7700109252, 7700111031, 7700111946, 7700112148, 7700864359, 7701351989, 8200075501, 8200231950,";ja
18-292171;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7711135875, 7700102136, 7700103777, 7700104631, 7700109249, 7700867519, 7711135875, 8200236089, 8200075500, 8200236089, 8200722147,";ja
18-292172;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7700112147, 7701352319, 7701468549, 7701470183, 7701470298, 7711135493, 7700112147, 7701349786, 7701349979, 7701352319, 7701352808, 7701352809, 7701468549, 7701470183, 7701470298, 8200231949, 8200231949, 8200844449,";ja
18-292181;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;;ja
18-292190;"Drivaksel til Renault, Dacia, Foran, Høyre";1010;Drivaksel;"391001251R, 39100-1251R, 391002615R, 391002983R, 391008930R, 391009230R, 6001547029, 6001548103, 7711497475, 7711497477, 7711497478, 8200484373, 8200484376, 8200698526, 8200985007, 8201045819, 391001251R, 6001547029, 6001548103, 7711497475, 7711497477, 7711497478, 8200318010, 8200484373, 8200985007, 8201045819,";ja
18-292200;"Drivaksel til Renault, Dacia, Foran, Høyre";1010;Drivaksel;"391000153R, 391007095R, 6001550692, 6001550693, 6001551093, 6001551094, 8200358164, 8201052989, 8200499586, 8200618111, 8200820344, 8201187694, 391007095R, 391006802R, 6001548720, 6001548720, 7711497417, 8200261841, 8200499586, 8200618111, 8200261841, 8200270510, 8200358164, 8200358168, 8200455157, 8200460992, 8200499586, 8200618111, 8201055673,";ja
18-292210;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"A4153600315, A4153600715, 391000455R, 391001209R, 391001510R, 391005791R, 391007733R, 7711135416, 7711135417, 7711497639, 8200264665, 8200264668, 8200379235, 8200613827, 8200626038, 8200167522, 8200167536, 8200246665, 8200264665, 8200264668, 8200300713, 8200351248, 8200379235, 8200613827, 8200626038, 8200661556, 8200661558, 8200768656, 8201235817, 8201272648,";ja
18-292220;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7711134782, 7711135319, 8200030619, 8200107530, 8200232883,";ja
18-292230;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7711134780, 7700104545, 7700109680, 7701352755, 7701684757, 7711134780, 8200035673, 8200276640, 8200416682, 8200035673, 8200276640, 8200416682,";ja
18-292240;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7711135321, 7711134778, 7711135321, 8200169176, 8200387466, 8200014118, 8200079912, 8200169176,";ja
18-292251;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;;ja
18-292260;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7711135322, 7711135322, 8200169177, 8200436848, 8200444442, 8200169177, 8200436848, 8200441361, 8200444442, 82436848,";ja
18-292290;"Drivaksel til Renault, Dacia, Foran, Høyre";1010;Drivaksel;"39100-0982R, 39100-4298R, 391000620R, 6001548659, 6001548660, 6001548661, 7711497480, 8200499306, 8200503358, 8200503359, 391000620R, 391000982R, 391004298R, 6001548660, 6001548661, 8200499306,";ja
18-292301;"Drivaksel til Nissan, Opel, Renault, Vauxhall, Foran, Høyre";1010;Drivaksel;"39101-00Q0D, 4417084, 93189874, 8200414937, 8201187695,";ja
18-292310;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"39100-9067R, 39100-9893R, 7711368368, 8200378880,";ja
18-292320;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"391009067R, 391009893R, 7711135316, 7711135779, 7711368884, 7711497233, 8200216519, 8200626040, 8200117068, 8200216519, 8200275490, 8200327707, 8200351249, 8200375538, 8200376095, 8200472158, 8200575490, 8200626040,";ja
18-292330;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7711135414, 7711497286, 8200436366, 8200790517, 8200198015, 8200436366, 8200790517,";ja
18-292340;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7711135411, 7711368273, 7711135411, 7711368273, 8200387424, 8200387439, 8200590972, 8200171562, 8200259911, 8200387424, 8200387439, 8200590972,";ja
18-292350;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7711368091, 7711368091, 8200439891, 8200133289, 8200436849, 8200439891,";ja
18-292361;"Drivaksel til Nissan, Opel, Renault, Vauxhall, Foran, Høyre";1010;Drivaksel;"7711135283, 7711135283, 8200169288, 3910000Q0A, 3910000QAK, 7711135283, 7711125283, 8200499895, 8200042773, 8200169288, 8200169289, 8200178625, 8200499895, 7711135283,";ja
18-292371;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"8200144764, 8200144765, 8200144764, 8200144765, 8200269195,";ja
18-292380;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"4153600315, 391007374R, 8200597306, 8200687740, 8201235167, 8201235851, 391007374R, 8200687740,";ja
18-292390;"Drivaksel til Nissan, Opel, Renault, Vauxhall, Foran, Høyre";1010;Drivaksel;"39100-00Q5B, 3910000Q3M, 3910000Q4G, 3910000Q4H, 3910000Q5L, 3910000Q7G, 3910000Q8C, 4406235, 4406519, 4420054, 4422057, 93167650, 95513819, 95514706, 95516046, 95522705, 391002176R, 391004255R, 391005058R, 391005187R, 391005573R, 391006019R, 391009620R, 4420054, 8200842369, 391000Q3M, 391000Q4G, 391000Q4H, 39104255R, 39105187R, 39109620R,";ja
18-292400;"Drivaksel til Nissan, Opel, Renault, Vauxhall, Foran, Høyre";1010;Drivaksel;"4417910, 7711368831, 8200452268, 93856308, 95520477, 391003953R, 391008471R, 7711368831, 8200452268,";ja
18-292410;"Drivaksel til Nissan, Opel, Renault, Vauxhall, Foran, Høyre";1010;Drivaksel;"4406174, 4411698, 93169703, 93850890, 7711135440, 7711135440, 8200169163, 8200169163,";ja
18-292420;"Drivaksel til Nissan, Opel, Renault, Vauxhall, Foran, Høyre";1010;Drivaksel;"4406173, 93169696, 4417909, 7711368832, 8200452273, 93856307,";ja
18-292431;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7711497228, 820011393, 8200113931,";ja
18-292432;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"8200236118, 82006,";ja
18-292440;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7711497204, 82006,";ja
18-292451;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7700862947, 7701352128, 7701470701, 7700103698, 7700103701, 7700103703, 7700103704, 7700103707, 7700106293, 7700862345, 7700862346, 7700862947, 7700868551, 7700868552, 7700872598, 7700874646, 7701352128, 7701352129, 7701352346, 7701352630, 7701470701, 7711135263, 7711135265, 8200031144, 8200026397, 8200029470, 8200031144, 820031144,";ja
18-292460;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7701352552, 7701352983, 7711134419, 7711497287, 8200436365, 8200790519, 8200197978, 8200285908, 8200436365, 8200790519,";ja
18-292471;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7711368573, 7711368631, 8200535802, 8200331518, 8200362060, 8200362064, 8200362065, 8200535800, 8200535802, 8200538738, 8200749390, 8201187708,";ja
18-292480;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"711106123, 7701349660, 7701498957, 7711106126, 7700102130, 7700103146, 7700112557, 7700691949, 7700743077, 7700747829, 7700747830, 7700752368, 7700753328, 7700755310, 7700766819, 77007700103146, 7700770844, 7700771592, 7700771593, 7700771629, 7700771732, 7701349172, 7701349660, 7701351113, 7701463194, 7701498957, 7702112151, 7702112152, 7702123600, 7702144361, 7702145258, 7708751982, 7708758049, 7711106123, 7711106126, 771732, 8200323961,";ja
18-292490;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"711106228, 7700748693, 7700776196, 7701349691, 7701349873, 7701351126, 7701351478, 7701351480, 7702150459, 7700102139, 7700109836, 7700741081, 7700744070, 7700744071, 7700748692, 7700748693, 7700776196, 7700863721, 7700874636, 7701349873, 7701349874, 7701349972, 7701351478, 7701351479, 7701351480, 7701351481, 7701351571, 7701351965, 7702150459, 7702150461, 7702150462, 7711106228,";ja
18-292500;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"711106259, 7701351267, 7700102132, 7700102133, 7700109856, 7700351267, 7700743078, 7700759830, 7700856712, 7701349786, 7701349979, 7701351267, 7701351989, 7702123601, 7702145592, 7711106259,";ja
18-292510;"Drivaksel til Dacia, Foran, Høyre";1010;Drivaksel;"6000591282, 8200388900, 6001543332, 6001548120, 8200388900, 8201074124,";ja
18-292520;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7711135775, 8200267041, 8200613828, 8200167554, 8200267041, 8200283034, 8200613828, 8200623805, 8201236170,";ja
18-292530;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"391003112R, 391003533R, 391006777R, 391008976R, 391009002R, 7711497448, 7711497488, 8201535624, 8200725500, 8200725502, 8200788674, 8200890089, 8201353438, 8201353624,";ja
18-292540;"Drivaksel til Renault, Dacia, Foran, Høyre";1010;Drivaksel;"391002033R, 391004571R, 391005598R, 391007212R, 391009822R, 391002033R, 391006331R, 391006553R, 391007857R, 391008333R, 391009727R, 391007857R, 391002033R, 391004571R, 391005598R, 391006331R, 391007212R, 8201130468, 8201130510, 391004571R, 391005598R,";ja
18-292550;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7711134786, 7711135353, 7711497231, 8200216017, 8200387522, 8200030623, 8200216017, 8200387522, 8200387558,";ja
18-292560;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7711134784, 82,";ja
18-292570;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"8200684084, 8201235764, 8200684084,";ja
18-292581;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;;ja
18-292590;"Drivaksel til Dacia, Foran, Høyre";1010;Drivaksel;"391006130R, 391006276R, 391002807R, 391006130R, 391006276R, 8201030532, 8201529157,";ja
18-292600;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;8200482436;ja
18-292611;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7700112689, 7700115958, 7711135220, 8200137917,";ja
18-292620;"Drivaksel til Renault, Dacia, Foran, Høyre";1010;Drivaksel;"391009234R, 391009964R, 391001387R, 391001740R, 391002885R, 391003147R, 391003840R, 391008165R, 391009234R, 391009964R, 8201505574, 391003840R, 391008165R, 391009234R, 8201505574,";ja
18-292630;"Drivaksel til Dacia, Foran, Høyre";1010;Drivaksel;"371003840R, 8200930507, 8200930509,";ja
18-292640;"Drivaksel til Renault, Dacia, Foran, Høyre";1010;Drivaksel;"391001162R, 391002111R, 391003797R, 391004383R, 391009882R, 8200939985, 8200939994, 8201505583, 391009882R, 8201505583,";ja
18-292650;"Drivaksel til Renault, Dacia, Foran, Høyre";1010;Drivaksel;"391000262R, 391008239R, 391001209R,";ja
18-292660;"Drivaksel til Dacia, Foran, Høyre";1010;Drivaksel;"6001544965, 6001548120, 821074124,";ja
18-292671;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7700114987, 7711134459, 7711135253, 8200027842,";ja
18-292681;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"8200118577, 8200257767, 8200352042,";ja
18-292690;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"391004084, 391004084R,";ja
18-292700;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;8200647066;ja
18-292710;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"391000044R, 391001916R, 391007525R,";ja
18-292720;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"391008683, 391008683R, 391009728R, 8201353442, 8200725504, 8201343442, 8201353442,";ja
18-292730;"Drivaksel til Fiat, Nissan, Opel, Renault, Vauxhall, Foran, Høyre";1010;Drivaksel;"6000618516, 3910000Q6M, 4422670, 93453895, 391005010R, 391008636R, 8201189907,";ja
18-292740;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"391003813R, 391009864R, 8201061544,";ja
18-292750;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;39100-8707R,;ja
18-292760;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"8200387365, 82012,";ja
18-292770;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"391001279R, 391005153R, 397139589R,";ja
18-292780;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"391000367R, 391000883R,";ja
18-292790;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"391008834R, 391009101R,";ja
18-292800;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"391004PC0A, 391004PC0B,";ja
18-292810;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;391000797R,;ja
18-292820;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"391005338R, 391005624R, 8201457089,";ja
18-292830;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;391005516R,;ja
18-292840;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"391006849R, 391008191R,";ja
18-292850;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"8200618177, 8200659627, 8201235845,";ja
18-292860;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;391003491R,;ja
18-292870;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"391000926R, 391003429R,";ja
18-292880;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"391000511R, 391000551R, 391001665R, 391016065R,";ja
18-292890;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"391004698R, 391006270R, 391007843R, 8201120961,";ja
18-292900;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"39100-1339R, 391001702R, 8200722513, 8200725511, 8200725513, 8201353431,";ja
18-292910;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;8200974682;ja
18-292920;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7711368549, 7711368621, 8200379208, 8200405333,";ja
18-292930;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"7711497579, 82009,";ja
18-292940;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"39100-6609R, 391006609R, 8200866827,";ja
18-292950;"Drivaksel til Dacia, Foran, Høyre";1010;Drivaksel;39100-6995R,;ja
18-292960;"Drivaksel til Smart, Renault, Bak, Høyre";1010;Drivaksel;"4533503800, 4533506300, A4533503800, A4533506300, 396005384R, 396008321R,";ja
18-292970;"Drivaksel til Smart, Renault, Bak, Høyre";1010;Drivaksel;"4533503600, 4533506100, A4533503600, A4533506100, 396002998R, 396008196R,";ja
18-292980;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;391001137R,;ja
18-292990;"Drivaksel til Renault, Foran, Høyre";1010;Drivaksel;"391000637R, 39100JG02A, 39100JG02B,";ja
18-293010;"Drivaksel til Renault, Foran, Venstre & Høyre";1010;Drivaksel;"7701349839, 7701349921, 7701351264, 7701352025, 7701349839, 7701349921, 7701351264, 7701352025,";ja
18-293020;"Drivaksel til Renault, Foran, Venstre & Høyre";1010;Drivaksel;"7700103528, 7700103530, 7701349689, 7701349734, 7701351124, 7701351125, 7701352020, 7701352024, 7700103528, 7700103529, 7700103530, 7700103531, 7700104749, 7700748377, 7700855375, 7700855380, 7700861172, 7701349025, 7701349689, 7701349734, 7701349902, 7701351124, 7701351125, 7701352020, 7701352024,";ja
18-293021;"Drivaksel til Renault, Foran, Venstre & Høyre";1010;Drivaksel;"7700103529, 7700103531, 7700104749, 7700748377, 7700855375, 7700855380, 7700861172, 7701349940, 7701351841, 7701352021, 7700103529, 7700103531, 7700104749, 7700748377, 7700855375, 7700855380, 7700861172, 7701349940, 7701351841, 7701352021,";ja
18-293030;"Drivaksel til Renault, Foran, Venstre & Høyre";1010;Drivaksel;"7701349769, 7701351172, 7701498955, 7700769035, 7700769036, 7700858470, 7701349769, 7701498955, 7701498956,";ja
18-293040;"Drivaksel til Renault, Foran, Venstre & Høyre";1010;Drivaksel;"7700724142, 7700857369, 7701462861, 7701463343, 7701499223, 7701463343, 7701499223,";ja
18-293050;"Drivaksel til Renault, Foran, Venstre & Høyre";1010;Drivaksel;"7701351607, 7701351608, 7701465773, 7701468452, 7700850487, 7700850488, 7700851720, 7700860563, 7700869706, 7701351607, 7701351608, 7701352288, 7701465773, 7701468452,";ja
18-293060;"Drivaksel til Renault, Foran, Venstre & Høyre";1010;Drivaksel;"711106121, 7701448098, 7700655121, 77013448098, 7701348098, 7701498698, 7701551786, 7711106121,";ja
18-293070;"Drivaksel til Renault, Foran, Venstre & Høyre";1010;Drivaksel;"711106130, 7701348968, 7701349697, 7701498923, 7701498924, 7700671612, 7700873326, 7701348968, 7701349034, 7701349697, 7701352421, 7701498922, 7701498923, 7701498924, 7711106130, T49058,";ja
